BioProject,BioSample,Sample,Species,mean.dep,mean.miss,Isolate,Origin,highMiss,lat,long,Continent,cloneID
PRJNA482684,SAMN09711184,SRR7609394,Daphnia pulex,16.7275,0.0992981,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609395,Daphnia pulex,15.6981,0.102389,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609396,Daphnia pulex,16.5649,0.100836,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609397,Daphnia pulex,16.234,0.0980754,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609398,Daphnia pulex,16.6024,0.100894,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609399,Daphnia pulex,15.133,0.101192,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609400,Daphnia pulex,15.8552,0.100628,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609401,Daphnia pulex,16.3601,0.0997195,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609402,Daphnia pulex,14.4369,0.101362,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609403,Daphnia pulex,14.4779,0.0998033,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609404,Daphnia pulex,16.3466,0.10397,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609405,Daphnia pulex,16.2407,0.104389,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609406,Daphnia pulex,15.7309,0.100672,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609407,Daphnia pulex,15.0334,0.100873,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609408,Daphnia pulex,15.3061,0.0979513,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609409,Daphnia pulex,15.4381,0.101118,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609410,Daphnia pulex,16.6983,0.0941337,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609412,Daphnia pulex,14.2935,0.100605,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609413,Daphnia pulex,15.1918,0.103956,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609414,Daphnia pulex,16.4135,0.0993338,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609415,Daphnia pulex,17.0535,0.0989836,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609416,Daphnia pulex,17.3014,0.102672,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609417,Daphnia pulex,15.56,0.0977841,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609418,Daphnia pulex,16.7135,0.0998601,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609419,Daphnia pulex,15.2269,0.101955,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609420,Daphnia pulex,14.9279,0.0970531,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609421,Daphnia pulex,16.287,0.101738,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609422,Daphnia pulex,15.2088,0.09931,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609423,Daphnia pulex,16.7769,0.0986753,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609424,Daphnia pulex,15.5913,0.0997721,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609425,Daphnia pulex,15.8308,0.103326,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609426,Daphnia pulex,15.8282,0.100732,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609427,Daphnia pulex,15.9622,0.103132,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609428,Daphnia pulex,15.4356,0.102022,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609429,Daphnia pulex,16.241,0.0980766,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609430,Daphnia pulex,15.3715,0.101306,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609431,Daphnia pulex,14.6442,0.102651,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609432,Daphnia pulex,16.6861,0.0966788,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609433,Daphnia pulex,14.357,0.100774,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609434,Daphnia pulex,16.0232,0.100917,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609435,Daphnia pulex,16.8474,0.100898,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609436,Daphnia pulex,15.6285,0.101985,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609437,Daphnia pulex,18.4747,0.101518,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609438,Daphnia pulex,15.1307,0.099226,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609439,Daphnia pulex,15.7126,0.103108,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609440,Daphnia pulex,15.3635,0.0989042,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609441,Daphnia pulex,16.3352,0.100182,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609442,Daphnia pulex,15.6214,0.104893,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609443,Daphnia pulex,16.3351,0.101899,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609444,Daphnia pulex,15.5277,0.0997764,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609445,Daphnia pulex,16.0423,0.0997974,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609446,Daphnia pulex,15.8473,0.0993427,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609447,Daphnia pulex,16.7086,0.0982266,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR7609448,Daphnia pulex,17.0111,0.100342,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591933,Daphnia pulex,7.40458,0.121166,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591934,Daphnia pulex,7.40887,0.124098,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591936,Daphnia pulex,11.2827,0.103076,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591937,Daphnia pulex,7.03223,0.118451,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591942,Daphnia pulex,5.37107,0.128808,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591943,Daphnia pulex,6.30077,0.128397,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591944,Daphnia pulex,7.58357,0.113436,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591945,Daphnia pulex,4.26265,0.150124,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591946,Daphnia pulex,5.16592,0.133889,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591949,Daphnia pulex,8.40376,0.109869,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591951,Daphnia pulex,9.73412,0.107722,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591952,Daphnia pulex,4.68317,0.140448,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591953,Daphnia pulex,6.21461,0.122073,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591954,Daphnia pulex,11.9201,0.103495,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591960,Daphnia pulex,8.54699,0.112416,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591962,Daphnia pulex,6.66399,0.116576,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591964,Daphnia pulex,7.49362,0.113706,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591968,Daphnia pulex,6.58409,0.118072,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591969,Daphnia pulex,11.3501,0.101999,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591970,Daphnia pulex,6.33917,0.118163,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591977,Daphnia pulex,9.36345,0.10918,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591979,Daphnia pulex,9.41733,0.0999032,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591981,Daphnia pulex,5.34502,0.125585,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591984,Daphnia pulex,7.56328,0.110103,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591986,Daphnia pulex,11.4188,0.102159,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591988,Daphnia pulex,9.1108,0.110574,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591995,Daphnia pulex,18.2641,0.0987908,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591997,Daphnia pulex,6.82357,0.11914,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591998,Daphnia pulex,10.8664,0.103978,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591999,Daphnia pulex,4.97394,0.132672,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592002,Daphnia pulex,25.5589,0.0957079,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592004,Daphnia pulex,4.59077,0.137366,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592007,Daphnia pulex,8.11953,0.111073,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592009,Daphnia pulex,10.7767,0.103292,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592010,Daphnia pulex,19.3024,0.0985387,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592013,Daphnia pulex,9.9423,0.107725,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592015,Daphnia pulex,5.60961,0.127021,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592016,Daphnia pulex,6.37468,0.121219,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592017,Daphnia pulex,8.5882,0.109157,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592020,Daphnia pulex,7.66269,0.111824,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592021,Daphnia pulex,6.15673,0.125146,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592025,Daphnia pulex,5.05679,0.185773,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592064,Daphnia pulex,16.8322,0.100028,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592066,Daphnia pulex,14.4879,0.101166,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592069,Daphnia pulex,12.8783,0.101368,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592071,Daphnia pulex,13.7576,0.105063,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592075,Daphnia pulex,22.1629,0.0936612,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592076,Daphnia pulex,12.7001,0.103759,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592080,Daphnia pulex,13.8322,0.0996373,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592082,Daphnia pulex,13.5482,0.105166,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592084,Daphnia pulex,12.5391,0.0977799,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592086,Daphnia pulex,13.3,0.101866,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592087,Daphnia pulex,13.7199,0.103696,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592089,Daphnia pulex,13.5807,0.095332,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592091,Daphnia pulex,13.4556,0.100685,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592093,Daphnia pulex,12.4576,0.0982624,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592094,Daphnia pulex,13.0731,0.105927,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592096,Daphnia pulex,13.4205,0.105874,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592098,Daphnia pulex,13.3571,0.106165,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592100,Daphnia pulex,12.9059,0.10382,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592102,Daphnia pulex,14.7776,0.100644,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592106,Daphnia pulex,14.3967,0.10391,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592108,Daphnia pulex,13.5127,0.0997103,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592110,Daphnia pulex,12.0378,0.106751,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592111,Daphnia pulex,14.0935,0.102676,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592112,Daphnia pulex,13.2274,0.103537,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592114,Daphnia pulex,12.959,0.103501,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592116,Daphnia pulex,13.5391,0.103284,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592121,Daphnia pulex,11.6361,0.105557,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592122,Daphnia pulex,14.1941,0.104172,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592123,Daphnia pulex,13.7705,0.100137,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592124,Daphnia pulex,13.6878,0.105125,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592125,Daphnia pulex,13.8436,0.10295,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592128,Daphnia pulex,13.392,0.105653,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592129,Daphnia pulex,12.9178,0.103423,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592131,Daphnia pulex,16.5729,0.102623,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592136,Daphnia pulex,14.8947,0.101173,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592137,Daphnia pulex,12.9985,0.104288,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592139,Daphnia pulex,13.6375,0.104845,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592143,Daphnia pulex,14.4001,0.102675,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592144,Daphnia pulex,15.0902,0.100196,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592146,Daphnia pulex,15.2362,0.104193,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592147,Daphnia pulex,13.5123,0.101163,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592148,Daphnia pulex,14.7426,0.103717,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592149,Daphnia pulex,15.18,0.103748,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592151,Daphnia pulex,6.3812,0.123876,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592152,Daphnia pulex,18.1192,0.0989473,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592153,Daphnia pulex,8.01145,0.114478,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592155,Daphnia pulex,13.2965,0.101944,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592157,Daphnia pulex,14.0908,0.102126,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592159,Daphnia pulex,13.9786,0.103102,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592391,Daphnia pulex,9.7753,0.106004,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592392,Daphnia pulex,12.3114,0.106226,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592393,Daphnia pulex,17.5374,0.103927,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592398,Daphnia pulex,10.4379,0.115436,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592400,Daphnia pulex,20.7711,0.100231,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592404,Daphnia pulex,10.8393,0.106751,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592407,Daphnia pulex,10.6959,0.110913,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592409,Daphnia pulex,7.52231,0.117061,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592411,Daphnia pulex,11.4936,0.106948,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592412,Daphnia pulex,23.6624,0.101165,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592414,Daphnia pulex,10.8354,0.113361,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592418,Daphnia pulex,8.35201,0.116094,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592420,Daphnia pulex,26.7903,0.0973636,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592423,Daphnia pulex,10.4578,0.108576,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592424,Daphnia pulex,9.62038,0.112578,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592426,Daphnia pulex,11.1885,0.108098,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592427,Daphnia pulex,18.9173,0.102279,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592428,Daphnia pulex,14.3722,0.103681,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592432,Daphnia pulex,8.70556,0.114197,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592434,Daphnia pulex,14.9823,0.105661,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592435,Daphnia pulex,22.6014,0.0999423,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592436,Daphnia pulex,15.3285,0.103149,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592438,Daphnia pulex,10.5223,0.109444,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592439,Daphnia pulex,9.07711,0.113802,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592442,Daphnia pulex,10.7984,0.108585,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592448,Daphnia pulex,11.897,0.104525,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592449,Daphnia pulex,9.1778,0.113039,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592450,Daphnia pulex,12.1144,0.106049,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592455,Daphnia pulex,11.803,0.10311,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592457,Daphnia pulex,9.81077,0.106787,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592460,Daphnia pulex,8.09367,0.115636,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592461,Daphnia pulex,16.0494,0.104326,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592462,Daphnia pulex,15.1956,0.105393,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592465,Daphnia pulex,18.8284,0.101794,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592468,Daphnia pulex,20.3319,0.102823,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592469,Daphnia pulex,9.68671,0.111717,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592472,Daphnia pulex,9.32477,0.113895,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592475,Daphnia pulex,9.78592,0.111659,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592477,Daphnia pulex,23.6716,0.098777,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711181,SRR7592478,Daphnia pulex,13.7321,0.10194,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
