clone,light_trt,genotype,day,hour,position,id,meani,sd,uci,lci,med,exp,active,ID
P17_63,Dark,1|2,2,7,V22,64,0.352913618,NA,0.404725275,0.292307692,0.355769231,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,2,8,V22,64,0.306379896,NA,0.346153846,0.235576923,0.339622642,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,2,9,V22,64,0.251059655,NA,0.3125,0.200961538,0.25,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,2,10,V22,64,0.247893773,NA,0.294102564,0.209917582,0.25,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,2,11,V22,64,0.241831019,NA,0.299850635,0.175,0.240384615,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,2,12,V22,64,0.272091565,NA,0.350925254,0.198076923,0.25,Dec2.23,1,P17_63_Dark_64
P17_63,Dark,1|2,1,1,V23,65,0.58680282,NA,0.679807692,0.483653846,0.6,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,1,2,V23,65,0.363124611,NA,0.557002903,0.109615385,0.375,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,1,3,V23,65,0.359144427,NA,0.466346154,0.206538462,0.371428571,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,1,4,V23,65,0.266993721,NA,0.399010989,0.146153846,0.259615385,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,5,V23,65,0.298978851,NA,0.450188679,0.173076923,0.326923077,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,6,V23,65,0.336211408,NA,0.525,0.203846154,0.317307692,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,7,V23,65,0.30242711,NA,0.411538462,0.182692308,0.304761905,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,8,V23,65,0.143102495,NA,0.34780479,0,0.066666667,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,9,V23,65,0.246611722,NA,0.442051282,0.058653846,0.269230769,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,10,V23,65,0.262781266,NA,0.532417582,0.034615385,0.230769231,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,11,V23,65,0.301308343,NA,0.486090366,0.09956044,0.317307692,Dec2.23,1,P17_63_Dark_65
P17_63,Dark,1|2,2,12,V23,65,0.157967033,NA,0.282692308,0,0.182692308,Dec2.23,1,P17_63_Dark_65
P17_63,White,1|2,1,1,V24,58,0.87802416,NA,1.259642857,0.626525005,0.817307692,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,1,2,V24,58,1.113719895,NA,1.265263158,0.943060606,1.12371134,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,1,3,V24,58,1.118286196,NA,1.480645161,0.746402804,1.152173913,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,1,4,V24,58,1.021822681,NA,1.158653846,0.8196882,1.057142857,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,5,V24,58,0.880799934,NA,1.113041065,0.713401866,0.826923077,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,6,V24,58,0.802227926,NA,0.941084765,0.61438537,0.862745098,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,7,V24,58,0.836985123,NA,0.994117647,0.691346154,0.803921569,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,8,V24,58,1.057943232,NA,1.294703451,0.886093661,0.980769231,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,9,V24,58,1.199257375,NA,1.282352941,1.103524752,1.182692308,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,10,V24,58,1.254237165,NA,1.671507064,0.946461538,1.262626263,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,11,V24,58,1.267202535,NA,1.566916667,0.987112126,1.259615385,Dec2.23,1,P17_63_White_58
P17_63,White,1|2,2,12,V24,58,1.084273595,NA,1.620150211,0.673462783,1.047619048,Dec2.23,1,P17_63_White_58
P17_63,Blue,1|2,1,1,V24,62,0.58083676,NA,0.868005279,0.370556385,0.571428571,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,1,2,V24,62,0.491116476,NA,0.574450549,0.406730769,0.509615385,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,1,3,V24,62,0.232653061,NA,0.404725275,0.005769231,0.266666667,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,1,4,V24,62,0,NA,0,0,0,Dec2.23,0,P17_63_Blue_62
P17_63,Blue,1|2,2,5,V24,62,0.026954178,NA,0.132075472,0,0,Dec2.23,0,P17_63_Blue_62
P17_63,Blue,1|2,2,6,V24,62,0.12081371,NA,0.300961538,0,0.047619048,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,2,7,V24,62,0.181043956,NA,0.259615385,0.040384615,0.2,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,2,8,V24,62,0.109008916,NA,0.285105225,0,0.086538462,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,2,9,V24,62,0.080704582,NA,0.251025641,0,0.029126214,Dec2.23,0,P17_63_Blue_62
P17_63,Blue,1|2,2,10,V24,62,0.034340659,NA,0.164423077,0,0,Dec2.23,0,P17_63_Blue_62
P17_63,Blue,1|2,2,11,V24,62,0.206182652,NA,0.326923077,0.034615385,0.2,Dec2.23,1,P17_63_Blue_62
P17_63,Blue,1|2,2,12,V24,62,0,NA,0,0,0,Dec2.23,0,P17_63_Blue_62
P17_63,Dark,1|2,1,1,V24,66,0.502170897,NA,0.623076923,0.375,0.476190476,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,1,2,V24,66,0.472018009,NA,0.617307692,0.326730769,0.490384615,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,1,3,V24,66,0.561603872,NA,0.679917582,0.418269231,0.557692308,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,1,4,V24,66,0.610164835,NA,0.933653846,0.324038462,0.514285714,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,5,V24,66,0.431599824,NA,0.598076923,0.263126685,0.461538462,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,6,V24,66,0.67596808,NA,0.914725275,0.355769231,0.721153846,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,7,V24,66,0.623113948,NA,0.834615385,0.453423181,0.615384615,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,8,V24,66,0.487176772,NA,0.580164835,0.354444848,0.5,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,9,V24,66,0.254120879,NA,0.726923077,0,0.048076923,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,10,V24,66,0.012362637,NA,0.052884615,0,0,Dec2.23,0,P17_63_Dark_66
P17_63,Dark,1|2,2,11,V24,66,0.251518927,NA,0.527697909,0.002912621,0.211538462,Dec2.23,1,P17_63_Dark_66
P17_63,Dark,1|2,2,12,V24,66,0.197802198,NA,0.509615385,0,0,Dec2.23,1,P17_63_Dark_66
P17_69,White,1|2,1,1,V25,79,0.614223512,NA,0.7125,0.557692308,0.6,Dec2.23,1,P17_69_White_79
P17_69,White,1|2,1,2,V25,79,0.54551751,NA,0.660087083,0.450961538,0.504761905,Dec2.23,1,P17_69_White_79
P17_69,White,1|2,1,3,V25,79,0.121283779,NA,0.3839059,0,0.057142857,Dec2.23,1,P17_69_White_79
P17_69,White,1|2,1,4,V25,79,0,NA,0,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,5,V25,79,0.012155298,NA,0.055714804,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,6,V25,79,0,NA,0,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,7,V25,79,0,NA,0,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,8,V25,79,0.006868132,NA,0.025961538,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,9,V25,79,0.005481423,NA,0.016346154,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,10,V25,79,0,NA,0,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,11,V25,79,0.001373626,NA,0.006730769,0,0,Dec2.23,0,P17_69_White_79
P17_69,White,1|2,2,12,V25,79,0,NA,0,0,0,Dec2.23,0,P17_69_White_79
P17_69,Blue,1|2,1,1,V25,83,0.376212444,NA,0.481428571,0.289423077,0.355769231,Dec2.23,1,P17_69_Blue_83
P17_69,Blue,1|2,1,2,V25,83,0.402675177,NA,0.514423077,0.280269542,0.394230769,Dec2.23,1,P17_69_Blue_83
P17_69,Blue,1|2,1,3,V25,83,0.347880691,NA,0.414487179,0.234615385,0.384615385,Dec2.23,1,P17_69_Blue_83
P17_69,Blue,1|2,1,4,V25,83,0.158987441,NA,0.273076923,0.066098901,0.171428571,Dec2.23,1,P17_69_Blue_83
P17_69,Blue,1|2,2,5,V25,83,0.023312402,NA,0.051923077,0,0.028571429,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,6,V25,83,0.013736264,NA,0.035576923,0,0.009615385,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,7,V25,83,0,NA,0,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,8,V25,83,0.010949765,NA,0.035494505,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,9,V25,83,0.001360544,NA,0.006666667,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,10,V25,83,0,NA,0,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,11,V25,83,0,NA,0,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Blue,1|2,2,12,V25,83,0.001373626,NA,0.006730769,0,0,Dec2.23,0,P17_69_Blue_83
P17_69,Dark,1|2,1,1,V25,87,0.389404194,NA,0.506954178,0.3,0.384615385,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,1,2,V25,87,0.215992319,NA,0.296987179,0.123076923,0.226415094,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,1,3,V25,87,0.282142857,NA,0.359615385,0.172115385,0.295238095,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,1,4,V25,87,0.181868132,NA,0.317142857,0.101923077,0.134615385,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,5,V25,87,0.179516799,NA,0.285576923,0.072955975,0.182692308,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,6,V25,87,0.211263736,NA,0.371153846,0.114423077,0.2,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,7,V25,87,0.225727911,NA,0.325072569,0.051730769,0.278846154,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,8,V25,87,0.132424494,NA,0.308091437,0.0375,0.067307692,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,9,V25,87,0.137114076,NA,0.178589744,0.061538462,0.163461538,Dec2.23,1,P17_69_Dark_87
P17_69,Dark,1|2,2,10,V25,87,0.041182627,NA,0.103846154,0.005714286,0.019230769,Dec2.23,0,P17_69_Dark_87
P17_69,Dark,1|2,2,11,V25,87,0.005494505,NA,0.026923077,0,0,Dec2.23,0,P17_69_Dark_87
P17_69,Dark,1|2,2,12,V25,87,0,NA,0,0,0,Dec2.23,0,P17_69_Dark_87
P17_69,Blue,1|2,1,1,V26,84,0.15178411,NA,0.183998549,0.124166667,0.153846154,Dec2.23,1,P17_69_Blue_84
P17_69,Blue,1|2,1,2,V26,84,0.110653812,NA,0.178229318,0.06974359,0.096153846,Dec2.23,1,P17_69_Blue_84
P17_69,Blue,1|2,1,3,V26,84,0.104133961,NA,0.166868132,0.011428571,0.115384615,Dec2.23,1,P17_69_Blue_84
P17_69,Blue,1|2,1,4,V26,84,0.0683281,NA,0.130833333,0,0.067307692,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,5,V26,84,0.076506916,NA,0.125,0,0.094339623,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,6,V26,84,0.002734171,NA,0.009587912,0,0,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,7,V26,84,0.013736264,NA,0.039423077,0,0.009615385,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,8,V26,84,0.094506976,NA,0.174038462,0.050634978,0.086538462,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,9,V26,84,0.112506541,NA,0.215384615,0.027884615,0.115384615,Dec2.23,1,P17_69_Blue_84
P17_69,Blue,1|2,2,10,V26,84,0.047946102,NA,0.071153846,0.031620879,0.038461538,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,11,V26,84,0.019337459,NA,0.071676624,0,0,Dec2.23,0,P17_69_Blue_84
P17_69,Blue,1|2,2,12,V26,84,0,NA,0,0,0,Dec2.23,0,P17_69_Blue_84
P17_69,Dark,1|2,1,1,V26,88,0.5354125,NA,0.653269231,0.446508588,0.509433962,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,1,2,V26,88,0.46012238,NA,0.666346154,0.306540881,0.403846154,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,1,3,V26,88,0.442650137,NA,0.519159664,0.315192308,0.480769231,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,1,4,V26,88,0.371232339,NA,0.469230769,0.267307692,0.375,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,5,V26,88,0.282057206,NA,0.422115385,0.197472527,0.226415094,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,6,V26,88,0.356645735,NA,0.429807692,0.277884615,0.361904762,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,7,V26,88,0.275007899,NA,0.375,0.158104396,0.301886792,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,8,V26,88,0.27797508,NA,0.380769231,0.210997305,0.269230769,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,9,V26,88,0.257823129,NA,0.354807692,0.098076923,0.304761905,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,10,V26,88,0.139717425,NA,0.251923077,0.028846154,0.115384615,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,11,V26,88,0.279197213,NA,0.40473301,0.176794872,0.25,Dec2.23,1,P17_69_Dark_88
P17_69,Dark,1|2,2,12,V26,88,0.283898581,NA,0.57841074,0.06793956,0.221153846,Dec2.23,1,P17_69_Dark_88
P17_69,White,1|2,1,1,V27,81,1.259872397,NA,1.414851485,1.085503456,1.285714286,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,1,2,V27,81,1.111299752,NA,1.487375,0.874660633,0.980769231,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,1,3,V27,81,0.931801952,NA,1.190196078,0.662115385,0.855769231,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,1,4,V27,81,1.32313418,NA,1.580666667,0.97787528,1.349514563,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,5,V27,81,1.323507953,NA,1.484445701,1.12114702,1.32038835,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,6,V27,81,1.027893242,NA,1.190919475,0.894153846,1.019230769,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,7,V27,81,1.000289853,NA,1.328054299,0.710861386,0.980392157,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,8,V27,81,0.844227336,NA,0.996744358,0.640279893,0.87755102,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,9,V27,81,0.968016691,NA,1.190384615,0.691803585,0.98019802,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,10,V27,81,0.845925576,NA,1.102351485,0.57861991,0.88,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,11,V27,81,1.043778409,NA,1.344117647,0.630384615,1.13592233,Dec2.23,1,P17_69_White_81
P17_69,White,1|2,2,12,V27,81,1.226919639,NA,1.543450114,1.041874057,1.165048544,Dec2.23,1,P17_69_White_81
P17_69,Dark,1|2,1,1,V27,89,0.31051287,NA,0.373076923,0.231730769,0.307692308,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,1,2,V27,89,0.34594231,NA,0.420682148,0.24521978,0.346153846,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,1,3,V27,89,0.19447933,NA,0.270192308,0.075,0.238095238,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,1,4,V27,89,0.157718472,NA,0.225,0.063076923,0.201923077,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,5,V27,89,0.235147557,NA,0.371117562,0.060192308,0.269230769,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,6,V27,89,0.115266876,NA,0.268269231,0.020192308,0.076923077,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,7,V27,89,0.181213284,NA,0.390765602,0.089423077,0.134615385,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,8,V27,89,0.113737251,NA,0.203846154,0.040838171,0.123809524,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,9,V27,89,0.08100471,NA,0.199038462,0.0125,0.057692308,Dec2.23,0,P17_69_Dark_89
P17_69,Dark,1|2,2,10,V27,89,0.141091052,NA,0.232692308,0.075961538,0.104761905,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,11,V27,89,0.117844823,NA,0.25989011,0.031926811,0.086538462,Dec2.23,1,P17_69_Dark_89
P17_69,Dark,1|2,2,12,V27,89,0.112351036,NA,0.253846154,0.038461538,0.095238095,Dec2.23,1,P17_69_Dark_89
P17_69,White,1|2,1,1,V28,82,0.824630738,NA,0.95510989,0.717307692,0.826923077,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,1,2,V28,82,0.872940671,NA,0.914038462,0.794140058,0.903846154,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,1,3,V28,82,0.828506018,NA,0.990384615,0.657692308,0.817307692,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,1,4,V28,82,0.745342752,NA,0.855357143,0.623012821,0.75,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,5,V28,82,0.708935853,NA,0.828974359,0.571734398,0.701923077,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,6,V28,82,0.732653061,NA,0.979807692,0.484725275,0.75,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,7,V28,82,0.677313497,NA,0.8337627,0.542036968,0.605769231,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,8,V28,82,0.706487268,NA,0.897520216,0.471153846,0.721153846,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,9,V28,82,0.659425667,NA,0.849514563,0.502941176,0.653846154,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,10,V28,82,0.724637846,NA,0.952884615,0.515882353,0.721153846,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,11,V28,82,0.43611003,NA,0.809623073,0.086538462,0.442307692,Dec2.23,1,P17_69_White_82
P17_69,White,1|2,2,12,V28,82,0.792631779,NA,1.450446809,0.342343977,0.549019608,Dec2.23,1,P17_69_White_82
P17_2,Blue,1|1,1,1,V29,47,0.412004236,NA,0.468269231,0.318051524,0.451923077,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,1,2,V29,47,0.401846312,NA,0.534687954,0.299065934,0.394230769,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,1,3,V29,47,0.290436944,NA,0.384532967,0.203461538,0.298076923,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,1,4,V29,47,0.186080586,NA,0.293333333,0.107692308,0.173076923,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,5,V29,47,0.173957377,NA,0.276923077,0.060192308,0.153846154,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,6,V29,47,0.18677394,NA,0.340384615,0.008571429,0.201923077,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,7,V29,47,0.25190333,NA,0.386538462,0.09771978,0.245283019,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,8,V29,47,0.277741082,NA,0.418269231,0.149038462,0.269230769,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,9,V29,47,0.268916797,NA,0.391346154,0.168269231,0.228571429,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,10,V29,47,0.22748561,NA,0.379010989,0.126153846,0.201923077,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,11,V29,47,0.119496731,NA,0.206236264,0.023076923,0.105769231,Dec2.23,1,P17_2_Blue_47
P17_2,Blue,1|1,2,12,V29,47,0.151950722,NA,0.261666667,0.06558418,0.144230769,Dec2.23,1,P17_2_Blue_47
P17_2,Dark,1|1,1,1,V30,52,0.468024989,NA,0.524038462,0.423258345,0.461538462,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,1,2,V30,52,0.431184651,NA,0.501923077,0.353207547,0.442307692,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,1,3,V30,52,0.454866562,NA,0.526923077,0.403846154,0.428571429,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,1,4,V30,52,0.417752486,NA,0.481428571,0.377884615,0.403846154,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,5,V30,52,0.374786983,NA,0.433589744,0.296008708,0.365384615,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,6,V30,52,0.33325484,NA,0.44021978,0.215384615,0.326923077,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,7,V30,52,0.369190782,NA,0.457111756,0.280906593,0.375,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,8,V30,52,0.343466327,NA,0.417307692,0.246444122,0.375,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,9,V30,52,0.321023025,NA,0.419230769,0.236538462,0.307692308,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,10,V30,52,0.339835165,NA,0.469230769,0.258653846,0.304761905,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,11,V30,52,0.276065751,NA,0.424038462,0.1875,0.25,Dec2.23,1,P17_2_Dark_52
P17_2,Dark,1|1,2,12,V30,52,0.291217184,NA,0.342893082,0.243269231,0.298076923,Dec2.23,1,P17_2_Dark_52
P17_2,Blue,1|1,1,1,V31,49,0.455714681,NA,0.532692308,0.411194969,0.432692308,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,1,2,V31,49,0.506279188,NA,0.596153846,0.443901099,0.490566038,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,1,3,V31,49,0.587872841,NA,0.760576923,0.468791209,0.542857143,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,1,4,V31,49,0.572776033,NA,0.667307692,0.45,0.59047619,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,5,V31,49,0.731835056,NA,0.824752747,0.646153846,0.735849057,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,6,V31,49,0.698233909,NA,0.811538462,0.573076923,0.711538462,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,7,V31,49,0.678160945,NA,0.787155298,0.542307692,0.692307692,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,8,V31,49,0.520785818,NA,0.663461538,0.419611756,0.480769231,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,9,V31,49,0.44004028,NA,0.513461538,0.366448842,0.432692308,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,10,V31,49,0.490486504,NA,0.703038462,0.1625,0.572815534,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,11,V31,49,0.429488704,NA,0.764152353,0.196153846,0.39047619,Dec2.23,1,P17_2_Blue_49
P17_2,Blue,1|1,2,12,V31,49,0.233336499,NA,0.411154273,0.085274725,0.230769231,Dec2.23,1,P17_2_Blue_49
P17_2,Dark,1|1,1,1,V31,53,0.26964224,NA,0.314423077,0.222732221,0.269230769,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,1,2,V31,53,0.210264803,NA,0.310242588,0.124038462,0.182692308,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,1,3,V31,53,0.257378336,NA,0.350961538,0.135576923,0.314285714,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,1,4,V31,53,0.258882784,NA,0.317417582,0.219505495,0.25,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,5,V31,53,0.206702507,NA,0.264423077,0.165366473,0.211538462,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,6,V31,53,0.249751439,NA,0.383653846,0.128324176,0.259615385,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,7,V31,53,0.302089936,NA,0.382438316,0.165384615,0.326923077,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,8,V31,53,0.177865979,NA,0.369230769,0.055261248,0.125,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,9,V31,53,0.111119833,NA,0.183653846,0.031730769,0.115384615,Dec2.23,1,P17_2_Dark_53
P17_2,Dark,1|1,2,10,V31,53,0.068419676,NA,0.147948718,0.005769231,0.057692308,Dec2.23,0,P17_2_Dark_53
P17_2,Dark,1|1,2,11,V31,53,0.074177348,NA,0.200961538,0.002884615,0.057692308,Dec2.23,0,P17_2_Dark_53
P17_2,Dark,1|1,2,12,V31,53,0.057613815,NA,0.147115385,0,0.048076923,Dec2.23,0,P17_2_Dark_53
P17_2,Blue,1|1,1,1,V32,50,0.541188798,NA,0.685286647,0.453846154,0.528846154,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,1,2,V32,50,0.522425037,NA,0.576741655,0.476923077,0.519230769,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,1,3,V32,50,0.539678179,NA,0.599340659,0.502884615,0.519230769,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,1,4,V32,50,0.441012559,NA,0.498461538,0.397115385,0.432692308,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,5,V32,50,0.395222792,NA,0.443141026,0.326923077,0.413461538,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,6,V32,50,0.425274725,NA,0.465384615,0.401153846,0.403846154,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,7,V32,50,0.42690728,NA,0.458653846,0.401396952,0.423076923,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,8,V32,50,0.410410187,NA,0.503461538,0.338461538,0.394230769,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,9,V32,50,0.430690738,NA,0.480769231,0.376923077,0.413461538,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,10,V32,50,0.481514914,NA,0.582692308,0.364423077,0.5,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,11,V32,50,0.55482668,NA,0.636538462,0.485894324,0.561904762,Dec2.23,1,P17_2_Blue_50
P17_2,Blue,1|1,2,12,V32,50,0.525237207,NA,0.580769231,0.417802198,0.557692308,Dec2.23,1,P17_2_Blue_50
P17_2,Dark,1|1,1,1,V32,54,0.299589763,NA,0.353846154,0.245412088,0.307692308,Dec2.23,1,P17_2_Dark_54
