ID,BioProject,BioSample,Run,Organism,lat,lon,counts
951,PRJNA482684,SAMN09711185,SRR7593877,Daphnia pulex,42.2,-83.6,861
952,PRJNA482684,SAMN09711185,SRR7593880,Daphnia pulex,42.2,-83.6,861
953,PRJNA482684,SAMN09711185,SRR7593883,Daphnia pulex,42.2,-83.6,861
954,PRJNA482684,SAMN09711185,SRR7593885,Daphnia pulex,42.2,-83.6,861
955,PRJNA482684,SAMN09711185,SRR7593886,Daphnia pulex,42.2,-83.6,861
956,PRJNA482684,SAMN09711185,SRR7593889,Daphnia pulex,42.2,-83.6,861
957,PRJNA482684,SAMN09711185,SRR7593890,Daphnia pulex,42.2,-83.6,861
958,PRJNA482684,SAMN09711185,SRR7593891,Daphnia pulex,42.2,-83.6,861
959,PRJNA482684,SAMN09711185,SRR7593896,Daphnia pulex,42.2,-83.6,861
960,PRJNA482684,SAMN09711185,SRR7593899,Daphnia pulex,42.2,-83.6,861
961,PRJNA482684,SAMN09711185,SRR7593900,Daphnia pulex,42.2,-83.6,861
962,PRJNA482684,SAMN09711185,SRR7593901,Daphnia pulex,42.2,-83.6,861
963,PRJNA482684,SAMN09711185,SRR7593902,Daphnia pulex,42.2,-83.6,861
964,PRJNA482684,SAMN09711185,SRR7593903,Daphnia pulex,42.2,-83.6,861
965,PRJNA482684,SAMN09711185,SRR7593904,Daphnia pulex,42.2,-83.6,861
966,PRJNA482684,SAMN09711185,SRR7593908,Daphnia pulex,42.2,-83.6,861
967,PRJNA482684,SAMN09711185,SRR7593910,Daphnia pulex,42.2,-83.6,861
968,PRJNA482684,SAMN09711185,SRR7593913,Daphnia pulex,42.2,-83.6,861
969,PRJNA482684,SAMN09711185,SRR7593916,Daphnia pulex,42.2,-83.6,861
970,PRJNA482684,SAMN09711185,SRR7593920,Daphnia pulex,42.2,-83.6,861
971,PRJNA482684,SAMN09711185,SRR7593922,Daphnia pulex,42.2,-83.6,861
972,PRJNA482684,SAMN09711185,SRR7593926,Daphnia pulex,42.2,-83.6,861
973,PRJNA482684,SAMN09711185,SRR7593928,Daphnia pulex,42.2,-83.6,861
974,PRJNA482684,SAMN09711185,SRR7593929,Daphnia pulex,42.2,-83.6,861
975,PRJNA482684,SAMN09711185,SRR7593931,Daphnia pulex,42.2,-83.6,861
976,PRJNA482684,SAMN09711185,SRR7593932,Daphnia pulex,42.2,-83.6,861
977,PRJNA482684,SAMN09711185,SRR7593933,Daphnia pulex,42.2,-83.6,861
978,PRJNA482684,SAMN09711183,SRR7594207,Daphnia pulex,40.2096,-87.3294,861
979,PRJNA482684,SAMN09711183,SRR7594208,Daphnia pulex,40.2096,-87.3294,861
980,PRJNA482684,SAMN09711183,SRR7594210,Daphnia pulex,40.2096,-87.3294,861
981,PRJNA482684,SAMN09711183,SRR7594214,Daphnia pulex,40.2096,-87.3294,861
982,PRJNA482684,SAMN09711183,SRR7594215,Daphnia pulex,40.2096,-87.3294,861
983,PRJNA482684,SAMN09711183,SRR7594217,Daphnia pulex,40.2096,-87.3294,861
984,PRJNA482684,SAMN09711183,SRR7594218,Daphnia pulex,40.2096,-87.3294,861
985,PRJNA482684,SAMN09711183,SRR7594219,Daphnia pulex,40.2096,-87.3294,861
986,PRJNA482684,SAMN09711183,SRR7594220,Daphnia pulex,40.2096,-87.3294,861
987,PRJNA482684,SAMN09711183,SRR7594221,Daphnia pulex,40.2096,-87.3294,861
988,PRJNA482684,SAMN09711183,SRR7594227,Daphnia pulex,40.2096,-87.3294,861
989,PRJNA482684,SAMN09711183,SRR7594228,Daphnia pulex,40.2096,-87.3294,861
990,PRJNA482684,SAMN09711183,SRR7594234,Daphnia pulex,40.2096,-87.3294,861
991,PRJNA482684,SAMN09711183,SRR7594235,Daphnia pulex,40.2096,-87.3294,861
992,PRJNA482684,SAMN09711183,SRR7594238,Daphnia pulex,40.2096,-87.3294,861
993,PRJNA482684,SAMN09711183,SRR7594239,Daphnia pulex,40.2096,-87.3294,861
994,PRJNA482684,SAMN09711183,SRR7594241,Daphnia pulex,40.2096,-87.3294,861
995,PRJNA482684,SAMN09711183,SRR7594244,Daphnia pulex,40.2096,-87.3294,861
996,PRJNA482684,SAMN09711183,SRR7594245,Daphnia pulex,40.2096,-87.3294,861
997,PRJNA482684,SAMN09711183,SRR7594246,Daphnia pulex,40.2096,-87.3294,861
998,PRJNA482684,SAMN09711183,SRR7594247,Daphnia pulex,40.2096,-87.3294,861
999,PRJNA482684,SAMN09711183,SRR7594252,Daphnia pulex,40.2096,-87.3294,861
1000,PRJNA482684,SAMN09711183,SRR7594253,Daphnia pulex,40.2096,-87.3294,861
1001,PRJNA482684,SAMN09711183,SRR7594255,Daphnia pulex,40.2096,-87.3294,861
1002,PRJNA482684,SAMN09711183,SRR7594256,Daphnia pulex,40.2096,-87.3294,861
1003,PRJNA482684,SAMN09711183,SRR7594259,Daphnia pulex,40.2096,-87.3294,861
1004,PRJNA482684,SAMN09711183,SRR7594264,Daphnia pulex,40.2096,-87.3294,861
1005,PRJNA482684,SAMN09711183,SRR7594268,Daphnia pulex,40.2096,-87.3294,861
1006,PRJNA482684,SAMN09711183,SRR7594271,Daphnia pulex,40.2096,-87.3294,861
1007,PRJNA482684,SAMN09711183,SRR7594272,Daphnia pulex,40.2096,-87.3294,861
1008,PRJNA482684,SAMN09711183,SRR7594274,Daphnia pulex,40.2096,-87.3294,861
1009,PRJNA482684,SAMN09711183,SRR7594275,Daphnia pulex,40.2096,-87.3294,861
1010,PRJNA482684,SAMN09711183,SRR7594277,Daphnia pulex,40.2096,-87.3294,861
1011,PRJNA482684,SAMN09711183,SRR7594279,Daphnia pulex,40.2096,-87.3294,861
1012,PRJNA482684,SAMN09711179,SRR7591931,Daphnia pulex,44.975,-93.3182,861
1013,PRJNA482684,SAMN09711179,SRR7591932,Daphnia pulex,44.975,-93.3182,861
1014,PRJNA482684,SAMN09711179,SRR7591935,Daphnia pulex,44.975,-93.3182,861
1015,PRJNA482684,SAMN09711179,SRR7591938,Daphnia pulex,44.975,-93.3182,861
1016,PRJNA482684,SAMN09711179,SRR7591939,Daphnia pulex,44.975,-93.3182,861
1017,PRJNA482684,SAMN09711179,SRR7591940,Daphnia pulex,44.975,-93.3182,861
1018,PRJNA482684,SAMN09711179,SRR7591941,Daphnia pulex,44.975,-93.3182,861
1019,PRJNA482684,SAMN09711179,SRR7591947,Daphnia pulex,44.975,-93.3182,861
1020,PRJNA482684,SAMN09711179,SRR7591950,Daphnia pulex,44.975,-93.3182,861
1021,PRJNA482684,SAMN09711179,SRR7591955,Daphnia pulex,44.975,-93.3182,861
1022,PRJNA482684,SAMN09711179,SRR7591956,Daphnia pulex,44.975,-93.3182,861
1023,PRJNA482684,SAMN09711179,SRR7591957,Daphnia pulex,44.975,-93.3182,861
1024,PRJNA482684,SAMN09711179,SRR7591958,Daphnia pulex,44.975,-93.3182,861
1025,PRJNA482684,SAMN09711179,SRR7591959,Daphnia pulex,44.975,-93.3182,861
1026,PRJNA482684,SAMN09711179,SRR7591963,Daphnia pulex,44.975,-93.3182,861
1027,PRJNA482684,SAMN09711179,SRR7591965,Daphnia pulex,44.975,-93.3182,861
1028,PRJNA482684,SAMN09711179,SRR7591967,Daphnia pulex,44.975,-93.3182,861
1029,PRJNA482684,SAMN09711179,SRR7591971,Daphnia pulex,44.975,-93.3182,861
1030,PRJNA482684,SAMN09711179,SRR7591972,Daphnia pulex,44.975,-93.3182,861
1031,PRJNA482684,SAMN09711179,SRR7591973,Daphnia pulex,44.975,-93.3182,861
1032,PRJNA482684,SAMN09711179,SRR7591975,Daphnia pulex,44.975,-93.3182,861
1033,PRJNA482684,SAMN09711179,SRR7591976,Daphnia pulex,44.975,-93.3182,861
1034,PRJNA482684,SAMN09711179,SRR7591980,Daphnia pulex,44.975,-93.3182,861
1035,PRJNA482684,SAMN09711179,SRR7591982,Daphnia pulex,44.975,-93.3182,861
1036,PRJNA482684,SAMN09711179,SRR7591983,Daphnia pulex,44.975,-93.3182,861
1037,PRJNA482684,SAMN09711179,SRR7591985,Daphnia pulex,44.975,-93.3182,861
1038,PRJNA482684,SAMN09711179,SRR7591987,Daphnia pulex,44.975,-93.3182,861
1039,PRJNA482684,SAMN09711179,SRR7591989,Daphnia pulex,44.975,-93.3182,861
1040,PRJNA482684,SAMN09711179,SRR7591990,Daphnia pulex,44.975,-93.3182,861
1041,PRJNA482684,SAMN09711179,SRR7591991,Daphnia pulex,44.975,-93.3182,861
1042,PRJNA482684,SAMN09711179,SRR7591992,Daphnia pulex,44.975,-93.3182,861
1043,PRJNA482684,SAMN09711179,SRR7591993,Daphnia pulex,44.975,-93.3182,861
1044,PRJNA482684,SAMN09711179,SRR7591994,Daphnia pulex,44.975,-93.3182,861
1045,PRJNA482684,SAMN09711179,SRR7591996,Daphnia pulex,44.975,-93.3182,861
1046,PRJNA482684,SAMN09711179,SRR7592000,Daphnia pulex,44.975,-93.3182,861
1047,PRJNA482684,SAMN09711179,SRR7592001,Daphnia pulex,44.975,-93.3182,861
1048,PRJNA482684,SAMN09711179,SRR7592003,Daphnia pulex,44.975,-93.3182,861
1049,PRJNA482684,SAMN09711179,SRR7592005,Daphnia pulex,44.975,-93.3182,861
1050,PRJNA482684,SAMN09711179,SRR7592008,Daphnia pulex,44.975,-93.3182,861
1051,PRJNA482684,SAMN09711179,SRR7592011,Daphnia pulex,44.975,-93.3182,861
1052,PRJNA482684,SAMN09711179,SRR7592014,Daphnia pulex,44.975,-93.3182,861
1053,PRJNA482684,SAMN09711179,SRR7592019,Daphnia pulex,44.975,-93.3182,861
1054,PRJNA482684,SAMN09711179,SRR7592022,Daphnia pulex,44.975,-93.3182,861
1055,PRJNA482684,SAMN09711179,SRR7592023,Daphnia pulex,44.975,-93.3182,861
1056,PRJNA482684,SAMN09711179,SRR7592024,Daphnia pulex,44.975,-93.3182,861
1057,PRJNA482684,SAMN09711179,SRR7592026,Daphnia pulex,44.975,-93.3182,861
1058,PRJNA482684,SAMN09711180,SRR7592065,Daphnia pulex,42.692643,-80.422095,861
1059,PRJNA482684,SAMN09711180,SRR7592067,Daphnia pulex,42.692643,-80.422095,861
1060,PRJNA482684,SAMN09711180,SRR7592068,Daphnia pulex,42.692643,-80.422095,861
1061,PRJNA482684,SAMN09711180,SRR7592070,Daphnia pulex,42.692643,-80.422095,861
1062,PRJNA482684,SAMN09711180,SRR7592072,Daphnia pulex,42.692643,-80.422095,861
1063,PRJNA482684,SAMN09711180,SRR7592073,Daphnia pulex,42.692643,-80.422095,861
1064,PRJNA482684,SAMN09711180,SRR7592074,Daphnia pulex,42.692643,-80.422095,861
1065,PRJNA482684,SAMN09711180,SRR7592077,Daphnia pulex,42.692643,-80.422095,861
1066,PRJNA482684,SAMN09711180,SRR7592079,Daphnia pulex,42.692643,-80.422095,861
1067,PRJNA482684,SAMN09711180,SRR7592081,Daphnia pulex,42.692643,-80.422095,861
1068,PRJNA482684,SAMN09711180,SRR7592083,Daphnia pulex,42.692643,-80.422095,861
1069,PRJNA482684,SAMN09711180,SRR7592085,Daphnia pulex,42.692643,-80.422095,861
1070,PRJNA482684,SAMN09711180,SRR7592088,Daphnia pulex,42.692643,-80.422095,861
1071,PRJNA482684,SAMN09711180,SRR7592090,Daphnia pulex,42.692643,-80.422095,861
1072,PRJNA482684,SAMN09711180,SRR7592092,Daphnia pulex,42.692643,-80.422095,861
1073,PRJNA482684,SAMN09711180,SRR7592095,Daphnia pulex,42.692643,-80.422095,861
1074,PRJNA482684,SAMN09711180,SRR7592097,Daphnia pulex,42.692643,-80.422095,861
1075,PRJNA482684,SAMN09711180,SRR7592099,Daphnia pulex,42.692643,-80.422095,861
1076,PRJNA482684,SAMN09711180,SRR7592101,Daphnia pulex,42.692643,-80.422095,861
1077,PRJNA482684,SAMN09711180,SRR7592103,Daphnia pulex,42.692643,-80.422095,861
1078,PRJNA482684,SAMN09711180,SRR7592104,Daphnia pulex,42.692643,-80.422095,861
1079,PRJNA482684,SAMN09711180,SRR7592105,Daphnia pulex,42.692643,-80.422095,861
1080,PRJNA482684,SAMN09711180,SRR7592107,Daphnia pulex,42.692643,-80.422095,861
1081,PRJNA482684,SAMN09711180,SRR7592109,Daphnia pulex,42.692643,-80.422095,861
1082,PRJNA482684,SAMN09711180,SRR7592113,Daphnia pulex,42.692643,-80.422095,861
1083,PRJNA482684,SAMN09711180,SRR7592115,Daphnia pulex,42.692643,-80.422095,861
1084,PRJNA482684,SAMN09711180,SRR7592117,Daphnia pulex,42.692643,-80.422095,861
1085,PRJNA482684,SAMN09711180,SRR7592118,Daphnia pulex,42.692643,-80.422095,861
1086,PRJNA482684,SAMN09711180,SRR7592119,Daphnia pulex,42.692643,-80.422095,861
1087,PRJNA482684,SAMN09711180,SRR7592120,Daphnia pulex,42.692643,-80.422095,861
1088,PRJNA482684,SAMN09711180,SRR7592126,Daphnia pulex,42.692643,-80.422095,861
1089,PRJNA482684,SAMN09711180,SRR7592127,Daphnia pulex,42.692643,-80.422095,861
1090,PRJNA482684,SAMN09711180,SRR7592130,Daphnia pulex,42.692643,-80.422095,861
1091,PRJNA482684,SAMN09711180,SRR7592132,Daphnia pulex,42.692643,-80.422095,861
1092,PRJNA482684,SAMN09711180,SRR7592133,Daphnia pulex,42.692643,-80.422095,861
1093,PRJNA482684,SAMN09711180,SRR7592134,Daphnia pulex,42.692643,-80.422095,861
1094,PRJNA482684,SAMN09711180,SRR7592135,Daphnia pulex,42.692643,-80.422095,861
1095,PRJNA482684,SAMN09711180,SRR7592138,Daphnia pulex,42.692643,-80.422095,861
1096,PRJNA482684,SAMN09711180,SRR7592140,Daphnia pulex,42.692643,-80.422095,861
1097,PRJNA482684,SAMN09711180,SRR7592141,Daphnia pulex,42.692643,-80.422095,861
1098,PRJNA482684,SAMN09711180,SRR7592142,Daphnia pulex,42.692643,-80.422095,861
1099,PRJNA482684,SAMN09711180,SRR7592145,Daphnia pulex,42.692643,-80.422095,861
1100,PRJNA482684,SAMN09711180,SRR7592150,Daphnia pulex,42.692643,-80.422095,861
1101,PRJNA482684,SAMN09711180,SRR7592154,Daphnia pulex,42.692643,-80.422095,861
1102,PRJNA482684,SAMN09711180,SRR7592156,Daphnia pulex,42.692643,-80.422095,861
1103,PRJNA482684,SAMN09711180,SRR7592158,Daphnia pulex,42.692643,-80.422095,861
1104,PRJNA482684,SAMN09711181,SRR7592394,Daphnia pulex,42.67977,-80.45277,861
1105,PRJNA482684,SAMN09711181,SRR7592395,Daphnia pulex,42.67977,-80.45277,861
1106,PRJNA482684,SAMN09711181,SRR7592396,Daphnia pulex,42.67977,-80.45277,861
1107,PRJNA482684,SAMN09711181,SRR7592397,Daphnia pulex,42.67977,-80.45277,861
1108,PRJNA482684,SAMN09711181,SRR7592399,Daphnia pulex,42.67977,-80.45277,861
1109,PRJNA482684,SAMN09711181,SRR7592401,Daphnia pulex,42.67977,-80.45277,861
1110,PRJNA482684,SAMN09711181,SRR7592402,Daphnia pulex,42.67977,-80.45277,861
1111,PRJNA482684,SAMN09711181,SRR7592403,Daphnia pulex,42.67977,-80.45277,861
1112,PRJNA482684,SAMN09711181,SRR7592405,Daphnia pulex,42.67977,-80.45277,861
1113,PRJNA482684,SAMN09711181,SRR7592406,Daphnia pulex,42.67977,-80.45277,861
1114,PRJNA482684,SAMN09711181,SRR7592408,Daphnia pulex,42.67977,-80.45277,861
1115,PRJNA482684,SAMN09711181,SRR7592410,Daphnia pulex,42.67977,-80.45277,861
1116,PRJNA482684,SAMN09711181,SRR7592413,Daphnia pulex,42.67977,-80.45277,861
1117,PRJNA482684,SAMN09711181,SRR7592415,Daphnia pulex,42.67977,-80.45277,861
1118,PRJNA482684,SAMN09711181,SRR7592416,Daphnia pulex,42.67977,-80.45277,861
1119,PRJNA482684,SAMN09711181,SRR7592417,Daphnia pulex,42.67977,-80.45277,861
1120,PRJNA482684,SAMN09711181,SRR7592419,Daphnia pulex,42.67977,-80.45277,861
1121,PRJNA482684,SAMN09711181,SRR7592421,Daphnia pulex,42.67977,-80.45277,861
1122,PRJNA482684,SAMN09711181,SRR7592422,Daphnia pulex,42.67977,-80.45277,861
1123,PRJNA482684,SAMN09711181,SRR7592425,Daphnia pulex,42.67977,-80.45277,861
1124,PRJNA482684,SAMN09711181,SRR7592429,Daphnia pulex,42.67977,-80.45277,861
1125,PRJNA482684,SAMN09711181,SRR7592430,Daphnia pulex,42.67977,-80.45277,861
1126,PRJNA482684,SAMN09711181,SRR7592431,Daphnia pulex,42.67977,-80.45277,861
1127,PRJNA482684,SAMN09711181,SRR7592433,Daphnia pulex,42.67977,-80.45277,861
1128,PRJNA482684,SAMN09711181,SRR7592437,Daphnia pulex,42.67977,-80.45277,861
1129,PRJNA482684,SAMN09711181,SRR7592440,Daphnia pulex,42.67977,-80.45277,861
1130,PRJNA482684,SAMN09711181,SRR7592441,Daphnia pulex,42.67977,-80.45277,861
1131,PRJNA482684,SAMN09711181,SRR7592443,Daphnia pulex,42.67977,-80.45277,861
1132,PRJNA482684,SAMN09711181,SRR7592444,Daphnia pulex,42.67977,-80.45277,861
